formula_pretty,nelements,structure_count,nsites_min,nsites_median,nsites_max,elements
Ca5DyTi5Fe(SiO5)6,6,1,48,0.0,48,Ca Dy Fe O Si Ti
Li3La8Ti9Cr3O36,5,1,59,0.0,59,Cr La Li O Ti
MnP2H4O5,4,1,48,0.0,48,H Mn O P
Sr3La9Mn11NiO36,5,1,60,0.0,60,La Mn Ni O Sr
K4Ti3Mn(PO4)6,5,1,76,0.0,76,K Mn O P Ti
Sr5La2Mn8(O3F)6,5,1,39,0.0,39,F La Mn O Sr
Ba2La4Mn5SnO18,5,1,30,0.0,30,Ba La Mn O Sn
Ca5Dy3Ti5Mn3O24,5,1,40,0.0,40,Ca Dy Mn O Ti
Ca4Y2Al7Cr2SiO24,6,1,80,0.0,80,Al Ca Cr O Si Y
TiH10N3F5,4,1,38,0.0,38,F H N Ti
Fe6H12Pb(SO7)4,5,1,51,0.0,51,Fe H O Pb S
Ca3La5Mn7CrO24,5,1,40,0.0,40,Ca Cr La Mn O
La4Mn5Co(PbO9)2,5,1,30,0.0,30,Co La Mn O Pb
FeP2H2O9,4,1,56,0.0,56,Fe H O P
Ca10Ti8NbFeO30,5,1,100,0.0,100,Ca Fe Nb O Ti
Ba4La8Mn11SnO36,5,1,60,0.0,60,Ba La Mn O Sn
Ca6La2Mn7CrO24,5,1,40,0.0,40,Ca Cr La Mn O
Ca2YFe4SbO12,5,1,80,0.0,80,Ca Fe O Sb Y
Ca5La7Mn7Ru5O36,5,1,60,0.0,60,Ca La Mn O Ru
Fe2Te4H3ClO12,5,1,22,0.0,22,Cl Fe H O Te
K2V3P4H4O19,5,1,64,0.0,64,H K O P V
La5MnRe3O16,4,1,100,0.0,100,La Mn O Re
Na3VSi4(HO6)2,5,1,44,0.0,44,H Na O Si V
Ca2La8Ti5Cr5O30,5,1,50,0.0,50,Ca Cr La O Ti
K2NaNb2Fe7Si8H4O31,7,1,55,0.0,55,Fe H K Na Nb O Si
Fe2H13C6NCl2O11,6,1,70,0.0,70,C Cl Fe H N O
CoH16C3N8O7,5,1,70,0.0,70,C Co H N O
Ca7La3Ti5Cr5O30,5,1,100,0.0,100,Ca Cr La O Ti
Sr8Mg3Fe(MoO6)4,5,1,40,0.0,40,Fe Mg Mo O Sr
MnAgH8(OF)4,5,1,36,0.0,36,Ag F H Mn O
Ca3La7Ti5Cr5O30,5,1,100,0.0,100,Ca Cr La O Ti
TbFeGe2O7,4,1,22,0.0,22,Fe Ge O Tb
K2Mo2H12C4N(OF3)3,7,1,66,0.0,66,C F H K Mo N O
Fe5P4(H3O10)2,4,1,70,0.0,70,Fe H O P
Ca3Mn2(GeO4)3,4,1,80,0.0,80,Ca Ge Mn O
Sr20Fe3Co7(MoO6)10,5,1,100,0.0,100,Co Fe Mo O Sr
CsFeH4Cl3O2,5,1,44,0.0,44,Cl Cs Fe H O
K2MoH2S2O9,5,1,64,0.0,64,H K Mo O S
Ca9LaTi4Mn6O30,5,1,100,0.0,100,Ca La Mn O Ti
Al9Fe2Si4HO24,5,1,40,0.0,40,Al Fe H O Si
Co2H21S3(NO2)6,5,1,176,0.0,176,Co H N O S
Ca5Gd3Ti5Mn3O24,5,1,40,0.0,40,Ca Gd Mn O Ti
YNiH3SO7,5,1,52,0.0,52,H Ni O S Y
Sr3Fe2(HO)12,4,1,116,0.0,116,Fe H O Sr
CoH6(SeO4)2,4,1,34,0.0,34,Co H O Se
Li9FeCo12(PO4)12,5,1,82,0.0,82,Co Fe Li O P
Cr8Bi4O29,3,1,82,0.0,82,Bi Cr O
CoH18C6SO10,5,1,144,0.0,144,C Co H O S
NaFe3P2(H4O7)2,5,1,112,0.0,112,Fe H Na O P
CrCo3H24C6(N10O11)3,6,1,194,0.0,194,C Co Cr H N O
CoH15N7ClO5,5,1,116,0.0,116,Cl Co H N O
V2P2H4O11,4,1,76,0.0,76,H O P V
MnFeH14O7F5,5,1,112,0.0,112,F Fe H Mn O
RbFeP2(HO4)2,5,1,84,0.0,84,Fe H O P Rb
RbMgV5(H8O11)2,5,1,90,0.0,90,H Mg O Rb V
ZrH8(NF3)2,4,1,136,0.0,136,F H N Zr
Ca8MgAl6Si5O28,5,1,48,0.0,48,Al Ca Mg O Si
FeH6SO6,4,1,56,0.0,56,Fe H O S
Ca2MnAl2Si3HO13,6,1,44,0.0,44,Al Ca H Mn O Si
Co3C9SeO9,4,1,44,0.0,44,C Co O Se
Mn2Cu5P4(HO9)2,5,1,31,0.0,31,Cu H Mn O P
Li9Mg12Fe(PO4)12,5,1,82,0.0,82,Fe Li Mg O P
DyFeH8C6(N3O2)2,6,1,52,0.0,52,C Dy Fe H N O
V2As3H17C4N8O17,6,1,102,0.0,102,As C H N O V
FeP3H18C6(SO)6,6,1,80,0.0,80,C Fe H O P S
CrH12Pd(NO)4,5,1,44,0.0,44,Cr H N O Pd
KCo2As2HO8,5,1,56,0.0,56,As Co H K O
Y2CuH5S2O12F,6,1,92,0.0,92,Cu F H O S Y
NiH44C12(N5O8)2,5,1,83,0.0,83,C H N Ni O
CoH22C3(N3O4)2,5,1,160,0.0,160,C Co H N O
CoP2H24C8S4NClO4,8,1,90,0.0,90,C Cl Co H N O P S
K4MnH6(S2O9)2,5,1,132,0.0,132,H K Mn O S
FeP3(H2O3)3,4,1,38,0.0,38,Fe H O P
K2Co3P4(HO4)4,5,1,58,0.0,58,Co H K O P
CsFeH24(SO10)2,5,1,192,0.0,192,Cs Fe H O S
SrFe3P4HO16,5,1,100,0.0,100,Fe H O P Sr
MnHC3O4,4,1,72,0.0,72,C H Mn O
NaV2P2(H4O7)2,5,1,54,0.0,54,H Na O P V
Ca12Mn8Si7(H5O16)3,5,1,90,0.0,90,Ca H Mn O Si
AlTeO4,3,1,24,0.0,24,Al O Te
Ce2Sm2O7,3,1,22,0.0,22,Ce O Sm
Ba2Sb2O7,3,1,22,0.0,22,Ba O Sb
V2Ge2O7,3,1,22,0.0,22,Ge O V
Tm2Pb2O7,3,1,22,0.0,22,O Pb Tm
IClO,3,1,18,0.0,18,Cl I O
ScTlO3,3,1,20,0.0,20,O Sc Tl
DyTmO3,3,1,20,0.0,20,Dy O Tm
SmInO3,3,1,20,0.0,20,In O Sm
Tl3(SbO3)8,3,1,35,0.0,35,O Sb Tl
Ti3VCu2(PO4)6,5,1,36,0.0,36,Cu O P Ti V
TiV2O7,3,1,40,0.0,40,O Ti V
La2B4O9,3,1,30,0.0,30,B La O
Mg3Te4O11,3,1,36,0.0,36,Mg O Te
Dy3Y5O12,3,1,40,0.0,40,Dy O Y
Gd5Y3O12,3,1,40,0.0,40,Gd O Y
Li2Mn2(CO3)3,4,1,32,0.0,32,C Li Mn O
Li7FeO6,3,1,14,0.0,14,Fe Li O
SmTh4O10,3,1,15,0.0,15,O Sm Th
NbOF2,3,1,4,0.0,4,F Nb O
Li3(FeO2)5,3,1,18,0.0,18,Fe Li O
Li5Mn3Cr2O10,4,1,20,0.0,20,Cr Li Mn O
LiBiF5,3,1,7,0.0,7,Bi F Li
Li3VCr(P2O7)2,5,1,23,0.0,23,Cr Li O P V
Mn4O3F5,3,1,12,0.0,12,F Mn O
Li4Ti3Mn2Cu3O16,5,1,28,0.0,28,Cu Li Mn O Ti
Li7Cr3(SiO6)2,4,1,48,0.0,48,Cr Li O Si
VSnO4,3,1,24,0.0,24,O Sn V
Li2Fe2OF4,4,1,18,0.0,18,F Fe Li O
Li3Ti2V3O10,4,1,36,0.0,36,Li O Ti V
Li2Co2SiO6,4,1,22,0.0,22,Co Li O Si
Li6CuO4,3,1,22,0.0,22,Cu Li O
LiV2PO7,4,1,22,0.0,22,Li O P V
Li4Fe(OF)2,4,1,36,0.0,36,F Fe Li O
GdIO,3,1,12,0.0,12,Gd I O
Li5CrS4,3,1,10,0.0,10,Cr Li S
KSnO2,3,1,16,0.0,16,K O Sn
Li3Ti4VO8,4,1,16,0.0,16,Li O Ti V
Li4MnV(WO6)2,5,1,40,0.0,40,Li Mn O V W
Li2CrSn(PO4)2,5,1,28,0.0,28,Cr Li O P Sn
NaLiV(OF)2,5,1,28,0.0,28,F Li Na O V
MnNiO2,3,1,4,0.0,4,Mn Ni O
Li3V4O5F7,4,1,19,0.0,19,F Li O V
Li3Fe(BO2)5,4,1,38,0.0,38,B Fe Li O
Li5V2Cr2O8,4,1,17,0.0,17,Cr Li O V
Ba(NaSi2)2,3,1,28,0.0,28,Ba Na Si
VIO4,3,1,24,0.0,24,I O V
RbNO2,3,1,12,0.0,12,N O Rb
NaV5O10,3,1,16,0.0,16,Na O V
Na5Cu7O13,3,1,25,0.0,25,Cu Na O
NiCO4,3,1,24,0.0,24,C Ni O
Li2Fe3(CoO4)3,4,1,20,0.0,20,Co Fe Li O
Mn(AsO2)2,3,1,28,0.0,28,As Mn O
NaMn3O4,3,1,16,0.0,16,Mn Na O
Li3V2OF7,4,1,26,0.0,26,F Li O V
Mn3F8,2,1,22,0.0,22,F Mn
Li3FeB4O9,4,1,34,0.0,34,B Fe Li O
LiVO2F,4,1,20,0.0,20,F Li O V
Li2V4O5F8,4,1,19,0.0,19,F Li O V
Li3V7O12,3,1,22,0.0,22,Li O V
VAsO4,3,1,24,0.0,24,As O V
Li4Fe(SiO4)2,4,1,60,0.0,60,Fe Li O Si
Li4Ti2Nb3Cu3O16,5,1,28,0.0,28,Cu Li Nb O Ti
Li4Nb2Fe3Ni3O16,5,1,28,0.0,28,Fe Li Nb Ni O
LiCo2P4H3O16,5,1,26,0.0,26,Co H Li O P
Li6NbFe5O12,4,1,24,0.0,24,Fe Li Nb O
Li4FeO3,3,1,32,0.0,32,Fe Li O
Eu6WO12,3,1,19,0.0,19,Eu O W
Ba2Sr7I18,3,1,27,0.0,27,Ba I Sr
MnCd6O8,3,1,60,0.0,60,Cd Mn O
Ni5Sb(PO4)6,4,1,36,0.0,36,Ni O P Sb
K2SnO2,3,1,20,0.0,20,K O Sn
Li2CrCu(PO4)2,5,1,28,0.0,28,Cr Cu Li O P
Li5V(SiO4)2,4,1,16,0.0,16,Li O Si V
CeZr11O24,3,1,36,0.0,36,Ce O Zr
InBP2H5NO9,6,1,38,0.0,38,B H In N O P
Li3CrB4O9,4,1,34,0.0,34,B Cr Li O
Li2VNi(PO4)2,5,1,28,0.0,28,Li Ni O P V
LiVH2OF5,5,1,20,0.0,20,F H Li O V
VCr(PO4)2,4,1,36,0.0,36,Cr O P V
LiCu2F4,3,1,14,0.0,14,Cu F Li
Li4MnCr(WO6)2,5,1,20,0.0,20,Cr Li Mn O W
Li3Ni4O4F3,4,1,14,0.0,14,F Li Ni O
LiMnF6,3,1,8,0.0,8,F Li Mn
Co2(CO3)3,3,1,28,0.0,28,C Co O
Li4CuF5,3,1,10,0.0,10,Cu F Li
CsLiMnP3HO10,6,1,68,0.0,68,Cs H Li Mn O P
Li8FeCo3O8,4,1,20,0.0,20,Co Fe Li O
Ca2CuB2(HO)12,5,1,29,0.0,29,B Ca Cu H O
Sm4U4O17,3,1,25,0.0,25,O Sm U
Ti3Co3(TeO8)2,4,1,24,0.0,24,Co O Te Ti
VFe3Sb2(PO4)6,5,1,36,0.0,36,Fe O P Sb V
Li2Fe3Co5O16,4,1,26,0.0,26,Co Fe Li O
Li13Mn2O12,3,1,27,0.0,27,Li Mn O
RbCrH4(C2O5)2,5,1,40,0.0,40,C Cr H O Rb
Li3MnVP2(O4F)2,6,1,34,0.0,34,F Li Mn O P V
PH2NF2,4,1,24,0.0,24,F H N P
Cr4CuO12,3,1,17,0.0,17,Cr Cu O
Na6SbO5,3,1,24,0.0,24,Na O Sb
Li6MnO6,3,1,13,0.0,13,Li Mn O
Rb(WO3)2,3,1,18,0.0,18,O Rb W
Li4Fe3(OF3)2,4,1,30,0.0,30,F Fe Li O
Y2Pb2O7,3,1,22,0.0,22,O Pb Y
Ca2SiB2O7,4,1,24,0.0,24,B Ca O Si
Li10Fe4S9,3,1,46,0.0,46,Fe Li S
Li5Co5O9F,4,1,20,0.0,20,Co F Li O
Li5Co2Cu3O10,4,1,20,0.0,20,Co Cu Li O
Li4Mn5Cu3O16,4,1,28,0.0,28,Cu Li Mn O
Li3Fe7O12,3,1,22,0.0,22,Fe Li O
LiCu3F7,3,1,22,0.0,22,Cu F Li
Li3V2F8,3,1,26,0.0,26,F Li V
Li3Fe3SiO8,4,1,15,0.0,15,Fe Li O Si
Li6(NiO2)5,3,1,21,0.0,21,Li Ni O
Li4MnSb2WO12,5,1,40,0.0,40,Li Mn O Sb W
RbMn4O8,3,1,13,0.0,13,Mn O Rb
Li4(FeO2)5,3,1,19,0.0,19,Fe Li O
Li4CrSb(WO6)2,5,1,20,0.0,20,Cr Li O Sb W
Sc5Cu5O13,3,1,23,0.0,23,Cu O Sc
Li4Fe3(NiO5)2,4,1,19,0.0,19,Fe Li Ni O
Li4V2P4H3O16,5,1,29,0.0,29,H Li O P V
Li3Fe2Ni3O10,4,1,18,0.0,18,Fe Li Ni O
Li4CuNi3O8,4,1,16,0.0,16,Cu Li Ni O
LiV3(OF2)4,4,1,16,0.0,16,F Li O V
Ti8O13,2,1,21,0.0,21,O Ti
Li4Mn3Ni3(WO8)2,5,1,28,0.0,28,Li Mn Ni O W
U3O5,2,1,8,0.0,8,O U
LiFeCo3O8,4,1,13,0.0,13,Co Fe Li O
Li13(FeO6)2,3,1,27,0.0,27,Fe Li O
LiVTe(WO6)2,5,1,17,0.0,17,Li O Te V W
NaGa5O8,3,1,28,0.0,28,Ga Na O
Na4Ni3O7,3,1,28,0.0,28,Na Ni O
Ti3Fe3(SbO8)2,4,1,24,0.0,24,Fe O Sb Ti
LiCu5F12,3,1,18,0.0,18,Cu F Li
Li3Ti2Mn3O10,4,1,36,0.0,36,Li Mn O Ti
Li2Cr3(CoO4)3,4,1,20,0.0,20,Co Cr Li O
Li4Cr3(CoO4)3,4,1,22,0.0,22,Co Cr Li O
Li4NbTe2WO12,5,1,20,0.0,20,Li Nb O Te W
Li3Ti2Co3O10,4,1,18,0.0,18,Co Li O Ti
LiCrPHO5,5,1,18,0.0,18,Cr H Li O P
TbBi5O9,3,1,15,0.0,15,Bi O Tb
Li2Ti2FeO6,4,1,22,0.0,22,Fe Li O Ti
Li4Mn3V3(WO8)2,5,1,28,0.0,28,Li Mn O V W
LaBi5O9,3,1,15,0.0,15,Bi La O
Sr3Rh2O7,3,1,24,0.0,24,O Rh Sr
Li12Mn2O9,3,1,23,0.0,23,Li Mn O
Li3V2Fe3O10,4,1,18,0.0,18,Fe Li O V
LiMn7(OF3)3,4,1,20,0.0,20,F Li Mn O
Li3(CuO)4,3,1,11,0.0,11,Cu Li O
Li3Mn5O10,3,1,18,0.0,18,Li Mn O
Ce5Gd2O13,3,1,20,0.0,20,Ce Gd O
Li4Ni3O3F4,4,1,14,0.0,14,F Li Ni O
Li4Ni3Sn(PO4)4,5,1,56,0.0,56,Li Ni O P Sn
Li4MnO3F,4,1,36,0.0,36,F Li Mn O
Li4Fe3CuO8,4,1,16,0.0,16,Cu Fe Li O
Li2Mn5O10,3,1,17,0.0,17,Li Mn O
Li4Fe2SiO7,4,1,14,0.0,14,Fe Li O Si
Li2Ti(CoO3)2,4,1,22,0.0,22,Co Li O Ti
Li7Fe3(SiO6)2,4,1,24,0.0,24,Fe Li O Si
Co5SbO12,3,1,18,0.0,18,Co O Sb
Li4Ti3V3O12,4,1,22,0.0,22,Li O Ti V
Cs(WO3)3,3,1,13,0.0,13,Cs O W
Ba5Bi3O11,3,1,19,0.0,19,Ba Bi O
Li3Fe3(SnO5)2,4,1,18,0.0,18,Fe Li O Sn
Na3Li4Mn5O9,4,1,21,0.0,21,Li Mn Na O
CaMn7O8,3,1,16,0.0,16,Ca Mn O
Li6Mn5O10,3,1,21,0.0,21,Li Mn O
Li2MnV2O6,4,1,22,0.0,22,Li Mn O V
Li5Cr2O8,3,1,15,0.0,15,Cr Li O
Li4NiOF4,4,1,40,0.0,40,F Li Ni O
Li4Mn3O6F,4,1,28,0.0,28,F Li Mn O
Li2Cu7F16,3,1,25,0.0,25,Cu F Li
La2Th2O7,3,1,11,0.0,11,La O Th
Ti(CoO3)2,3,1,9,0.0,9,Co O Ti
Li4Nb2Fe3Te3O16,5,1,28,0.0,28,Fe Li Nb O Te
Li4Ti3(FeO4)3,4,1,22,0.0,22,Fe Li O Ti
Li4Cr5O10,3,1,38,0.0,38,Cr Li O
SrH2(SeO3)2,4,1,22,0.0,22,H O Se Sr
AgCO3,3,1,10,0.0,10,Ag C O
Li3V3(FeO5)2,4,1,18,0.0,18,Fe Li O V
Li3Fe5(NiO6)2,4,1,22,0.0,22,Fe Li Ni O
Li4Mn3(NiO4)3,4,1,22,0.0,22,Li Mn Ni O
Li5Mn2Co5O12,4,1,24,0.0,24,Co Li Mn O
Yb4Sb2O,3,1,7,0.0,7,O Sb Yb
LiV2H4(OF5)2,5,1,19,0.0,19,F H Li O V
Li5Si2NiO8,4,1,16,0.0,16,Li Ni O Si
Li4Ni2OF7,4,1,28,0.0,28,F Li Ni O
Li4NbCo5O12,4,1,22,0.0,22,Co Li Nb O
LiTiFe2O5,4,1,18,0.0,18,Fe Li O Ti
Li2Ti3V3O12,4,1,40,0.0,40,Li O Ti V
Li3Cr2CuO6,4,1,12,0.0,12,Cr Cu Li O
Na2V6O13,3,1,21,0.0,21,Na O V
LiAg5F12,3,1,18,0.0,18,Ag F Li
Mg9CuO10,3,1,20,0.0,20,Cu Mg O
CaCdO2,3,1,4,0.0,4,Ca Cd O
PrYO2,3,1,4,0.0,4,O Pr Y
LiSi2NiO6,4,1,40,0.0,40,Li Ni O Si
Na4(NiO2)5,3,1,19,0.0,19,Na Ni O
Mg11Mn2O13,3,1,52,0.0,52,Mg Mn O
LiNi4O4F,4,1,10,0.0,10,F Li Ni O
Bi2OF4,3,1,14,0.0,14,Bi F O
Li3Nb4SnO12,4,1,20,0.0,20,Li Nb O Sn
RbV4O10,3,1,15,0.0,15,O Rb V
Li3Mn3O3F5,4,1,28,0.0,28,F Li Mn O
Li4Mn2OF7,4,1,28,0.0,28,F Li Mn O
Li3Ni3OF7,4,1,28,0.0,28,F Li Ni O
Ba2MnO4,3,1,7,0.0,7,Ba Mn O
LiNi2O2F,4,1,12,0.0,12,F Li Ni O
LiNi6O7,3,1,28,0.0,28,Li Ni O
Fe(CoO2)2,3,1,14,0.0,14,Co Fe O
Sr4LiCu(CO5)2,5,1,18,0.0,18,C Cu Li O Sr
Eu4O3F7,3,1,14,0.0,14,Eu F O
Ce5Y2O13,3,1,20,0.0,20,Ce O Y
CoRe2(H2O3)4,4,1,23,0.0,23,Co H O Re
Ca5MnO6,3,1,48,0.0,48,Ca Mn O
NaV3O6,3,1,10,0.0,10,Na O V
La(BiO2)2,3,1,7,0.0,7,Bi La O
Nb4Tl4O13,3,1,21,0.0,21,Nb O Tl
Co3WO8,3,1,24,0.0,24,Co O W
Li2NiOF2,4,1,12,0.0,12,F Li Ni O
Li2Mn4O3F8,4,1,17,0.0,17,F Li Mn O
Li3SiNi3O8,4,1,30,0.0,30,Li Ni O Si
Li3NiO2F,4,1,28,0.0,28,F Li Ni O
Sc2TiO5,3,1,16,0.0,16,O Sc Ti
KLiCoO2,4,1,10,0.0,10,Co K Li O
LiMn5O7F,4,1,14,0.0,14,F Li Mn O
Lu2Pt2O7,3,1,22,0.0,22,Lu O Pt
Gd6WO12,3,1,19,0.0,19,Gd O W
Ba5In5O12,3,1,22,0.0,22,Ba In O
Li4Ti3Co3(TeO8)2,5,1,28,0.0,28,Co Li O Te Ti
Li4Bi2S7,3,1,26,0.0,26,Bi Li S
Mn3F10,2,1,26,0.0,26,F Mn
La5Cu5O13,3,1,23,0.0,23,Cu La O
Li3MnVP2(HO5)2,6,1,38,0.0,38,H Li Mn O P V
NaBeO2,3,1,16,0.0,16,Be Na O
Li2Ni3OF6,4,1,24,0.0,24,F Li Ni O
BiOF3,3,1,20,0.0,20,Bi F O
Ce4ThO9,3,1,14,0.0,14,Ce O Th
TiCr7O12,3,1,20,0.0,20,Cr O Ti
Li4Mn3(OF3)3,4,1,19,0.0,19,F Li Mn O
LiNi5O5F,4,1,12,0.0,12,F Li Ni O
Li4VCo3O8,4,1,16,0.0,16,Co Li O V
Mn3Fe3O8,3,1,14,0.0,14,Fe Mn O
CeU5O12,3,1,18,0.0,18,Ce O U
Li4FeSb(WO6)2,5,1,40,0.0,40,Fe Li O Sb W
Sb3O7F,3,1,11,0.0,11,F O Sb
Li3TiS3,3,1,14,0.0,14,Li S Ti
Li2Ni3O3F2,4,1,10,0.0,10,F Li Ni O
Li3Nb4VO12,4,1,20,0.0,20,Li Nb O V
TiWO4,3,1,18,0.0,18,O Ti W
La2(BiO2)7,3,1,23,0.0,23,Bi La O
Li6FeNiP2(CO7)2,6,1,26,0.0,26,C Fe Li Ni O P
Li3Mn2OF5,4,1,22,0.0,22,F Li Mn O
LiTi3VO8,4,1,52,0.0,52,Li O Ti V
Nb2O3F2,3,1,14,0.0,14,F Nb O
HfCoO3,3,1,20,0.0,20,Co Hf O
Li7MnO5F,4,1,56,0.0,56,F Li Mn O
Li3Mn3(FeO5)2,4,1,18,0.0,18,Fe Li Mn O
VSn(PO4)2,4,1,48,0.0,48,O P Sn V
Li4Mn3Co2Te3O16,5,1,28,0.0,28,Co Li Mn O Te
Mn5O5F,3,1,11,0.0,11,F Mn O
Li2CuSbO5,4,1,18,0.0,18,Cu Li O Sb
Li5MnO3F2,4,1,44,0.0,44,F Li Mn O
Li2Ti4VO8,4,1,15,0.0,15,Li O Ti V
Li5Fe2Co5O12,4,1,24,0.0,24,Co Fe Li O
Li2Mn7F16,3,1,25,0.0,25,F Li Mn
SrLa3MnO8,4,1,26,0.0,26,La Mn O Sr
Li2Co2SnO6,4,1,22,0.0,22,Co Li O Sn
Li14Fe2S9,3,1,25,0.0,25,Fe Li S
Ca5Mn8O13,3,1,26,0.0,26,Ca Mn O
Mg3Fe3O8,3,1,14,0.0,14,Fe Mg O
Ti10O13,2,1,23,0.0,23,O Ti
Mn7F18,2,1,25,0.0,25,F Mn
Mn5O7F,3,1,13,0.0,13,F Mn O
Fe(PS3)2,3,1,9,0.0,9,Fe P S
Li3Mn3(OF)4,4,1,14,0.0,14,F Li Mn O
Mn9FeO10,3,1,20,0.0,20,Fe Mn O
Li2NdPCO7,5,1,24,0.0,24,C Li Nd O P
CrIrO4,3,1,6,0.0,6,Cr Ir O
Li4V2Cr3Co3O16,5,1,28,0.0,28,Co Cr Li O V
Li3Nb2Fe3O10,4,1,18,0.0,18,Fe Li Nb O
BiRu2O7,3,1,20,0.0,20,Bi O Ru
Li4Mn3(FeO5)2,4,1,19,0.0,19,Fe Li Mn O
VFeP2(HO5)2,5,1,32,0.0,32,Fe H O P V
LiZrPCO7,5,1,22,0.0,22,C Li O P Zr
LiTi2P4H3O16,5,1,26,0.0,26,H Li O P Ti
LiTi2Mn3O10,4,1,16,0.0,16,Li Mn O Ti
AlCrO4,3,1,6,0.0,6,Al Cr O
V4P2O13,3,1,19,0.0,19,O P V
Li4Nb3Fe3(SnO8)2,5,1,28,0.0,28,Fe Li Nb O Sn
Hf(MnSn)6,3,1,13,0.0,13,Hf Mn Sn
Li3VCrP2(O4F)2,6,1,17,0.0,17,Cr F Li O P V
Li3Cr2CoO6,4,1,12,0.0,12,Co Cr Li O
Ba2Nb8O11,3,1,21,0.0,21,Ba Nb O
Li4H3BrO3,4,1,22,0.0,22,Br H Li O
Li2Si2WO7,4,1,24,0.0,24,Li O Si W
Li3Ni2O2F3,4,1,20,0.0,20,F Li Ni O
Bi3O5,2,1,16,0.0,16,Bi O
Y3I7O,3,1,22,0.0,22,I O Y
Li5Mn5O9F,4,1,20,0.0,20,F Li Mn O
Li4MnCu3(PO4)4,5,1,28,0.0,28,Cu Li Mn O P
Li5Mn5(FeO6)2,4,1,24,0.0,24,Fe Li Mn O
Li4Fe3Co2Ni3O16,5,1,28,0.0,28,Co Fe Li Ni O
Li6MnCrP2(CO7)2,6,1,26,0.0,26,C Cr Li Mn O P
Ce5Dy2O13,3,1,20,0.0,20,Ce Dy O
Ho6ReO12,3,1,19,0.0,19,Ho O Re
Nd4O3F7,3,1,14,0.0,14,F Nd O
Mn5SbO12,3,1,18,0.0,18,Mn O Sb
KTmO2,3,1,4,0.0,4,K O Tm
Li4SbS4,3,1,18,0.0,18,Li S Sb
Li6FeCoP2(CO7)2,6,1,26,0.0,26,C Co Fe Li O P
EuHfO3,3,1,5,0.0,5,Eu Hf O
Ce5Sm2O13,3,1,20,0.0,20,Ce O Sm
Li6CrO6,3,1,26,0.0,26,Cr Li O
CsTmO2,3,1,8,0.0,8,Cs O Tm
Cs2Sr2O3,3,1,14,0.0,14,Cs O Sr
Cs2CaO2,3,1,20,0.0,20,Ca Cs O
Sr2Li2NiO4,4,1,36,0.0,36,Li Ni O Sr
Pr3GaO6,3,1,20,0.0,20,Ga O Pr
Li3Mn4CuO8,4,1,16,0.0,16,Cu Li Mn O
Bi4O3F7,3,1,14,0.0,14,Bi F O
Li2CrS4,3,1,7,0.0,7,Cr Li S
Li2Mn4O7F,4,1,14,0.0,14,F Li Mn O
Li4Ti3Ni2Sn3O16,5,1,28,0.0,28,Li Ni O Sn Ti
YZr5O11,3,1,17,0.0,17,O Y Zr
Ca5Mn4O9,3,1,18,0.0,18,Ca Mn O
U4BiO10,3,1,15,0.0,15,Bi O U
LiCr2(CO3)4,4,1,19,0.0,19,C Cr Li O
SiBi3O7,3,1,22,0.0,22,Bi O Si
Li2Ti2S5,3,1,18,0.0,18,Li S Ti
Sr2Li2Nb4O13,4,1,21,0.0,21,Li Nb O Sr
LiVP2HO7,5,1,48,0.0,48,H Li O P V
Pr2S2O,3,1,20,0.0,20,O Pr S
Li6MnVP2(CO7)2,6,1,26,0.0,26,C Li Mn O P V
La4Bi2O9,3,1,15,0.0,15,Bi La O
Li4Cr2Co3Sb3O16,5,1,28,0.0,28,Co Cr Li O Sb
Li4CuNi3(PO4)4,5,1,28,0.0,28,Cu Li Ni O P
Li4Mn3Sb(PO4)4,5,1,28,0.0,28,Li Mn O P Sb
LaTmO2,3,1,4,0.0,4,La O Tm
Er2CuO4,3,1,14,0.0,14,Cu Er O
Mn7O7F,3,1,15,0.0,15,F Mn O
Tm2Zr2O7,3,1,22,0.0,22,O Tm Zr
Cr4OF6,3,1,22,0.0,22,Cr F O
Li4Co3CuO8,4,1,16,0.0,16,Co Cu Li O
Sb11S18,2,1,29,0.0,29,S Sb
Nb4VO12,3,1,34,0.0,34,Nb O V
Mg8Mn3O11,3,1,44,0.0,44,Mg Mn O
Li2MnOF2,4,1,24,0.0,24,F Li Mn O
Li2VFeO5,4,1,18,0.0,18,Fe Li O V
Li6Fe(SiO4)2,4,1,34,0.0,34,Fe Li O Si
Li4SbTe2WO12,5,1,20,0.0,20,Li O Sb Te W
KLiMnS2,4,1,5,0.0,5,K Li Mn S
BaY3Br11,3,1,30,0.0,30,Ba Br Y
Li4Mn3O5F3,4,1,30,0.0,30,F Li Mn O
ClOF3,3,1,20,0.0,20,Cl F O
GdAsO3,3,1,20,0.0,20,As Gd O
CdCuH8(ClO)4,5,1,18,0.0,18,Cd Cl Cu H O
K3H8RhC4(ClO6)2,6,1,30,0.0,30,C Cl H K O Rh
Li4Mn7O9F7,4,1,27,0.0,27,F Li Mn O
Ce4ThO8,3,1,13,0.0,13,Ce O Th
Li4Mn5NiO12,4,1,22,0.0,22,Li Mn Ni O
Li6CrS4,3,1,22,0.0,22,Cr Li S
Li5Fe(Ni2O5)2,4,1,20,0.0,20,Fe Li Ni O
Li4Ti2Ni3Sn3O16,5,1,28,0.0,28,Li Ni O Sn Ti
Li8CrS6,3,1,30,0.0,30,Cr Li S
